,Restaurant,Cusines_all,price_for_one,delivery_review_number,location
258347,Adukkala Restaurant, Desserts,300,5097,"kalyan nagar, bangalore"
258348,Adukkala Restaurant, Desserts,250,5097,"kalyan nagar, bangalore"
258349,Red Rhino, Beverages,900,4756,"whitefield, bangalore"
258355,Sinful Desserts,,200,210,"bommasandra, bangalore"
258376,Sanadige - Goldfinch Hotel, Desserts,600,298,"goldfinch hotel, seshadripuram, bangalore"
258425,Hyderabad Biryani House, Beverages,400,6144,"malleshwaram, bangalore"
258452,Smoke House Deli Delivery, Continental,450,712,"bommanahalli, bangalore"
258489,Salaam Sigri Rolls & Kebabs, Seafood,250,534,"new bel road, bangalore"
258545,Bramishree Nandi Grand, Shake,175,599,"vijay nagar, bangalore"
258550,Vera Italiano,,600,1118,"kalyan nagar, bangalore"
258576,Platform.65, Desserts,550,40,"bannerghatta road, bangalore"
258578,Anjappar, Desserts,400,1298,"brigade road, bangalore"
258583,Anjappar, Desserts,200,1298,"brigade road, bangalore"
258641,Moriz Nano Restaurant, Shake,400,1183,"ulsoor, bangalore"
258642,Armani Kitchen,,150,513,"rt nagar, bangalore"
258644,Falahaar & Kota Kachori,,100,3099,"electronic city, bangalore"
258647,Falahaar & Kota Kachori,,200,3099,"electronic city, bangalore"
258649,Falahaar & Kota Kachori,,150,3099,"electronic city, bangalore"
258710,HRX By EatFit, Pizza,250,28,"kadubeesanahalli, bangalore"
258714,East Delicious,,250,9344,"marathahalli, bangalore"
258820,Barbeque Nation, Bar Food,800,1365,"ascendas park square, whitefield, bangalore"
258826,Barbeque Nation, Bar Food,300,1365,"ascendas park square, whitefield, bangalore"
258871,Tea Villa Cafe, Beverages,600,363,"jayanagar, bangalore"
258939,Aroma Cafe & Restaurant,,250,6,"electronic city, bangalore"
258944,Savji's Roll 'N' Biryani, Burger,200,15500,"vijay nagar, bangalore"
258987,Nivys Resto Cafe, Beverages,500,12,"hsr, bangalore"
259027,Trattoria By Toscano,,300,575,"malleshwaram, bangalore"
259028,Trattoria By Toscano,,350,575,"malleshwaram, bangalore"
259050,Udupi Sri Krisna Vaibhava, Beverages,250,410,"jayanagar, bangalore"
259063,Go Italia,,400,322,"hsr, bangalore"
259105,Swad 'E' Punjab,,450,2340,"electronic city, bangalore"
259238,Royal Paradise,,200,77,"new bel road, bangalore"
259240,High n Hungry,,200,3936,"btm, bangalore"
259255,New Darbar Family Restaurant,,200,14,"sankey road, bangalore"
259256,New Darbar Family Restaurant,,225,14,"sankey road, bangalore"
259257,Kadai,,325,2178,"basaveshwara nagar, bangalore"
259331,Udupi Kitchen, Sichuan,150,1426,"vijay nagar, bangalore"
259332,Udupi Kitchen, Sichuan,200,1426,"vijay nagar, bangalore"
259341,Bake and Juice, Juices,200,14400,"hosur road, bangalore"
259412,Curry Leaves,,400,56,"jayanagar, bangalore"
259413,Curry Leaves,,600,56,"jayanagar, bangalore"
259467,Skyline Pizzeria,,300,2031,"jp nagar, bangalore"
259491,Nisarga,,225,2733,"vijay nagar, bangalore"
259556,Coastal Biryani Paradise, Beverages,250,5974,"rt nagar, bangalore"
259557,Restaurant 1179, Desserts,200,154,"seshadripuram, bangalore"
259593,Church Street Social, Kebab,750,1169,"church street, bangalore"
259735,Leon's Burgers & Wings,,200,28800,"jeevan bhima nagar, bangalore"
259791,Step Right Up, Pasta,150,1158,"vasanth nagar, bangalore"
259850,Gustoes Beer And Bouffage, BBQ,750,68,"jayanagar, bangalore"
259880,Eat N Drink, Juices,175,593,"btm, bangalore"
259881,Eat N Drink, Juices,100,593,"btm, bangalore"
259882,Eat N Drink, Juices,125,593,"btm, bangalore"
259957,Chicken House,,200,237,"rt nagar, bangalore"
259989,Coal Spark, Fast Food,500,4568,"hsr, bangalore"
259990,Fresh Pressery Cafe,,600,145,"lavelle road, bangalore"
260044,Shao - Radisson Blu,,1400,43,"radisson blu, marathahalli, bangalore"
260078,Hungree Belly,,400,5753,"kaggadasapura, bangalore"
260088,Thrilok Restaurant,,175,249,"banashankari, bangalore"
260089,Lucknowee, North Indian,300,181,"sarjapur road, bangalore"
260167,Juice Junction, Healthy Food,50,972,"wilson garden, bangalore"
260169,Juice Junction, Healthy Food,150,972,"wilson garden, bangalore"
260171,Juice Junction, Healthy Food,125,972,"wilson garden, bangalore"
260172,Juice Junction, Healthy Food,100,972,"wilson garden, bangalore"
260255,Dum Biryani Hub,,225,15000,"btm, bangalore"
260266,Nizam's Kitchens,,150,468,"banashankari, bangalore"
260330,Afghani Tandoori Hub, Sichuan,200,12700,"btm, bangalore"
260398,Savi Sagar Grand, Beverages,250,134,"bannerghatta road, bangalore"
260399,Mallu House,,200,40,"hsr, bangalore"
260466,Kobe Sizzlers, Desserts,800,52,"sanjay nagar, bangalore"
260467,Kobe Sizzlers, Desserts,750,52,"sanjay nagar, bangalore"
260516,Zaatar, Desserts,500,11200,"old madras road, bangalore"
