Restaurant,Cusines_all,price_for_one,delivery_review_number,location
GRAB Burgers,Burger,200,3,"marathahalli, bangalore"
Tasty Magic,Chinese,400,926,"btm, bangalore"
Coastal King Restaurant,Seafood,450,1614,"coastal king, bangalore, bangalore"
Hokart - Balaji 99 Variety Dosa,South Indian,100,6,"kammanahalli, bangalore"
Italian PB Cafe,Burger,200,22,"yeshwantpur, bangalore"
2 States Rasoi,North Indian,300,939,"jalahalli, bangalore"
Lassi Resto Cafe,Beverages,100,6524,"electronic city, bangalore"
Zinger Crunch,Fast Food,200,342,"hbr layout, bangalore"
Village Restaurant,Arabian,450,8771,"electronic city, bangalore"
Vinu Coorg Pork Hotel,South Indian,150,815,"bommanahalli, bangalore"
Mr Momo,Chinese,150,1194,"marathahalli, bangalore"
Pirates Hub,Momos,50,8,"banashankari, bangalore"
S M K Cake House & Sweets,Bakery,100,112,"hsr, bangalore"
Momo Studio,Momos,200,26,"electronic city, bangalore"
Keerthi Grand,South Indian,100,67,"kalyan nagar, bangalore"
Sandwich Guru,Sandwich,100,6615,"hsr, bangalore"
Meghana Biryani,South Indian,250,117,"nagawara, bangalore"
MM Prashanth Hotel,Biryani,200,62,"rajajinagar, bangalore"
Udupi Gokula Veg,South Indian,200,3224,"kr puram, bangalore"
Paratha Club,North Indian,175,2747,"nagawara, bangalore"
Hotel Brundavan Upchar,South Indian,50,17,"rajarajeshwari nagar, bangalore"
Amande Patisserie,Bakery,250,158,"basavanagudi, bangalore"
Foodies At Home,Fast Food,100,93,"electronic city, bangalore"
Malabar,South Indian,200,2118,"jeevan bhima nagar, bangalore"
The Kebabwalla,Kebab,350,37,"koramangala 8th block, bangalore"
The Kebabwalla,Kebab,325,37,"koramangala 8th block, bangalore"
Sindhoora Gardenia,Andhra,400,0,"kr puram, bangalore"
Mr. Shawarma & Miss. Grill's,Lebanese,150,1303,"btm, bangalore"
Collage By Toscano,Mughlai,600,339,"whitefield, bangalore"
Munchies,Sandwich,175,1215,"richmond town, bangalore"
Cake Concepts,Desserts,400,1597,"electronic city, bangalore"
Knight Bite,Burger,250,4021,"btm, bangalore"
Jaggery Cafe,Healthy Food,100,74,"yeshwantpur, bangalore"
New Naidu Hotel,North Indian,225,1282,"kr puram, bangalore"
Namma Vandana,Andhra,275,29,"sarjapur road, bangalore"
Delhi Base Sri Food Court,North Indian,150,34200,"electronic city, bangalore"
Mugs N Burgers,Fast Food,200,253,"bommanahalli, bangalore"
CupCake Noggins By CakeZone,Desserts,150,31,"electronic city, bangalore"
CupCake Noggins By CakeZone,Desserts,200,31,"electronic city, bangalore"
Hotel Salam,Lebanese,100,13000,"bommanahalli, bangalore"
Yum Yum Sandwich,Sandwich,100,0,"hennur, bangalore"
The Thickshake Factory,Ice Cream,250,1092,"hsr, bangalore"
Andhra Spice Hub,Andhra,250,78,"kalyan nagar, bangalore"
The Sip Shop,Fast Food,200,1102,"city market, bangalore"
Punjabi Dil Se,North Indian,225,442,"bommanahalli, bangalore"
Malnad Donne Biriyani - MDB,South Indian,150,1414,"bommanahalli, bangalore"
The Taj Hotel,North Indian,150,819,"city market, bangalore"
New Punjabi Hotel,North Indian,200,9043,"btm, bangalore"
Lite Bite,Fast Food,100,78,"whitefield, bangalore"
Gulbarga Refreshment,South Indian,150,1775,"rajajinagar, bangalore"
Bangalore Thindies,South Indian,75,140,"infantry road, bangalore"
Hokart - Lassi Magic,Sandwich,175,0,"hsr, bangalore"
Signature Cafe,Burger,100,16,"rajajinagar, bangalore"
Ambur Star Briyani ® Since 1890,Biryani,375,4254,"jp nagar, bangalore"
Figo Deli,Pizza,350,3997,"btm, bangalore"
Udupi Gokula,North Indian,225,224,"bellandur, bangalore"
Ashirvad Veg,South Indian,150,157,"marathahalli, bangalore"
Indus Family Restaurant,North Indian,300,1080,"btm, bangalore"
One More Scoop,Beverages,100,32,"electronic city, bangalore"
Broadway - The Gourmet Theatre,Japanese,900,1736,"hsr, bangalore"
New Punjabi Tadka Express,North Indian,150,1372,"kr puram, bangalore"
Chhotu Kolhapuri,Fast Food,50,30,"rajajinagar, bangalore"
Shree Sagar Veg Fast Food,Street Food,100,64,"majestic, bangalore"
Bellur Donne Biriyani,Biryani,100,559,"kanakapura road, bangalore"
Marea-Bar - Howard Johnson Bengaluru,Finger Food,1000,0,"nagawara, bangalore"
Shakahari Company,North Indian,200,1504,"marathahalli, bangalore"
Royal Restaurant,North Indian,100,23400,"shivajinagar, bangalore"
Yauatcha,Chinese,1150,239,"1 mg road mall, mg road, bangalore"
Nisarga Gokula Veg Restaurant,South Indian,100,683,"electronic city, bangalore"
Shyamji's Chole Bhature,Street Food,125,285,"rajajinagar, bangalore"
Shyamji's Chole Bhature,Street Food,150,285,"rajajinagar, bangalore"
Shyamji's Chole Bhature,Street Food,100,285,"rajajinagar, bangalore"
The Fat Chef,Japanese,450,4582,"whitefield, bangalore"
Yeshurun Kitchen,Chinese,150,37,"whitefield, bangalore"
Roadside Adda,Pizza,150,167,"new bel road, bangalore"
Arya Gobi Corner,Fast Food,150,5,"majestic, bangalore"
Glens Bakehouse,Desserts,250,519,"hsr, bangalore"
Manjushree Veg,North Indian,125,11200,"bannerghatta road, bangalore"
A1 Biriyani Paradise,Biryani,175,227,"kumaraswamy layout, bangalore"
Clay Resto,North Indian,500,0,"majestic, bangalore"
Brahmi Aahar,South Indian,200,3109,"rajarajeshwari nagar, bangalore"
Romeo Lassi Shop,Beverages,150,116,"shivajinagar, bangalore"
BTC - Bathinda Thali Company,North Indian,150,2912,"btm, bangalore"
Loaded Pasta,Pizza,200,52,"rajajinagar, bangalore"
JCB - Just Chole Bhature,North Indian,150,96,"jayanagar, bangalore"
Tibetan Mother's Kitchen,Tibetan,300,6352,"koramangala 7th block, bangalore"
Shree Guru Sagar,Chinese,175,1461,"basaveshwara nagar, bangalore"
Kolkata No. 1 Kati Rolls,Rolls,100,1345,"rajajinagar, bangalore"
The Coffee House,Cafe,250,298,"itpl main road, whitefield, bangalore"
Cosmos Resto Bar,Beverages,600,107,"rajarajeshwari nagar, bangalore"
Cult Express,Beverages,150,52,"btm, bangalore"
Occasions,Bakery,200,3134,"koramangala 4th block, bangalore"
Cafe Kitchen,North Indian,100,2,"nagawara, bangalore"
Idlis Unlimited,South Indian,100,656,"bellandur, bangalore"
Chichaba's Taj,North Indian,400,4637,"frazer town, bangalore"
Häagen Dazs,Ice Cream,400,10,"magadi road, bangalore"
Häagen Dazs,Ice Cream,200,10,"magadi road, bangalore"
Seasame Kitchen,Chinese,200,0,"kalyan nagar, bangalore"
Basaveshwara Khanavali,South Indian,75,336,"varthur main road, whitefield, bangalore"
Basaveshwara Khanavali,South Indian,100,336,"varthur main road, whitefield, bangalore"
Vijay Kitchen,Andhra,200,178,"brookefield, bangalore"
Fresh And Tasty,South Indian,100,21,"electronic city, bangalore"
Food Land,Mangalorean,400,690,"vijay nagar, bangalore"
Pappu BC,Biryani,200,91,"shivajinagar, bangalore"
SLV Reddy Military Hotel,Biryani,175,3120,"jp nagar, bangalore"
The Bengal Club,Bengali,200,733,"jp nagar, bangalore"
The Diner,Fast Food,200,23,"whitefield, bangalore"
Darshan Tiffen Center,South Indian,50,6,"btm, bangalore"
Sai Ram Juice And Chats,Street Food,150,1486,"malleshwaram, bangalore"
Tasty Restaurant,Arabian,150,391,"btm, bangalore"
Sri Sai Palace,South Indian,200,18000,"whitefield, bangalore"
Wok & Noodle,Chinese,250,277,"btm, bangalore"
Watson's,North Indian,650,146,"sahakara nagar, bangalore"
Eat And Beat Kitchen,Fast Food,200,0,"rt nagar, bangalore"
Udupi Gardenia,South Indian,250,2259,"banaswadi, bangalore"
Not Just Parathas,North Indian,200,2009,"kaggadasapura, bangalore"
Matru Sagar,South Indian,150,17500,"kalyan nagar, bangalore"
Matru Sagar,South Indian,300,17500,"kalyan nagar, bangalore"
Amma's Kitchen,Kerala,200,332,"new bel road, bangalore"
Trook,North Indian,300,0,"sanjay nagar, bangalore"
Hatti Pulav,Mughlai,175,11,"koramangala 7th block, bangalore"
Lassi Ghar,Beverages,100,561,"bannerghatta road, bangalore"
Rajanna Military Hotel,South Indian,275,8554,"jayanagar, bangalore"
Rajanna Military Hotel,South Indian,150,8554,"jayanagar, bangalore"
B Track,Chinese,250,214,"kammanahalli, bangalore"
Indian Grill House,North Indian,250,6802,"electronic city, bangalore"
Castle Restaurant,South Indian,300,292,"btm, bangalore"
Burger Friendz,Burger,150,82,"kumaraswamy layout, bangalore"
What A Sandwich,Fast Food,150,19,"bannerghatta road, bangalore"
Biryani Hunter,Biryani,150,67,"sanjay nagar, bangalore"
Kim Lee Restaurant,Chinese,350,1093,"rajajinagar, bangalore"
G'S Chinese Dragon,Chinese,150,348,"hebbal, bangalore"
Copper + Cloves @ The Organic World,Cafe,500,207,"indiranagar, bangalore"
Kwality Walls Frozen Dessert and Ice Cream Shop,Ice Cream,100,94,"rajarajeshwari nagar, bangalore"
Smoky And Snacky,Fast Food,150,35,"banashankari, bangalore"
Lion King,Chinese,250,6167,"kaggadasapura, bangalore"
Dna Food Factory,South Indian,200,0,"ejipura, bangalore"
Ruchi Sagar,South Indian,150,9014,"electronic city, bangalore"
Heya Kitchen Homemade,Mughlai,250,35,"nagawara, bangalore"
The Lassi Corner,Beverages,150,4712,"brookefield, bangalore"
The Lassi Corner,Beverages,75,4712,"brookefield, bangalore"
The Lassi Corner,Beverages,100,4712,"brookefield, bangalore"
NH-47 Kerala Kitchen,Kerala,150,973,"marathahalli, bangalore"
Blr Fusion Kitchen,Italian,250,451,"hsr, bangalore"
Fenny's Lounge And Kitchen,Mediterranean,800,17,"koramangala 7th block, bangalore"
Sendhoor Coffee,South Indian,100,1284,"koramangala 6th block, bangalore"
Paakashala,North Indian,125,1106,"mg road, bangalore"
Paakashala,North Indian,350,1106,"mg road, bangalore"
Paakashala,North Indian,200,1106,"mg road, bangalore"
Paakashala,North Indian,275,1106,"mg road, bangalore"
Paakashala,North Indian,100,1106,"mg road, bangalore"
Sai Foods,North Indian,200,705,"brookefield, bangalore"
Lot Like Crepes,American,200,481,"koramangala 7th block, bangalore"
Raffaele's Ristorante Pizzeria,Pizza,400,2086,"koramangala 6th block, bangalore"
Cakewala,Bakery,200,3658,"jayanagar, bangalore"
Cakewala,Bakery,100,3658,"jayanagar, bangalore"
Sri Dalma,Bengali,250,5612,"hsr, bangalore"
The Burger Store,Burger,200,112,"bommasandra, bangalore"
Delhi Base,North Indian,200,3768,"electronic city, bangalore"
Italian Pizza House,Pizza,250,290,"electronic city, bangalore"
Nammura Donne Biryani,Biryani,150,598,"jayanagar, bangalore"
Bhattara Bhojana,South Indian,50,4354,"banashankari, bangalore"
Kolkataz,Bengali,150,513,"cv raman nagar, bangalore"
Kenny's Restaurant,Chinese,225,1838,"banaswadi, bangalore"
Flavor Me,Fast Food,100,2,"vasanth nagar, bangalore"
Krishna Jodhpur Sweets,Mithai,50,738,"hennur, bangalore"
Chatpata India,Street Food,100,1233,"whitefield, bangalore"
Al Pizza Corner,Fast Food,200,60,"shivajinagar, bangalore"
Vishnu Upahar,South Indian,150,437,"rt nagar, bangalore"
Tarbouch Roll and Grills,Lebanese,200,1398,"new bel road, bangalore"
Sri Udupi Vaibhava,North Indian,150,706,"electronic city, bangalore"
Cookie Man,Ice Cream,150,361,"vega city, bannerghatta road, bangalore"
Cookie Man,Ice Cream,200,361,"vega city, bannerghatta road, bangalore"
Stonelicious,Ice Cream,150,4360,"marathahalli, bangalore"
RS Donne Biryani & Natti Foods,Biryani,150,1803,"hsr, bangalore"
Sree Udupi Grand,South Indian,150,52,"majestic, bangalore"
BrunchNbite,North Indian,250,437,"frazer town, bangalore"
Pattikattan Biriyani,Chettinad,150,6608,"electronic city, bangalore"
7-Star Ambur Dum Biriyani,Biryani,125,377,"yeshwantpur, bangalore"
Eat-O-Clock,Fast Food,150,27,"bommasandra, bangalore"
Only Maggi,Fast Food,100,1264,"electronic city, bangalore"
Jolada Rotti Angadi,South Indian,100,49,"basavanagudi, bangalore"
La Heaven,Bakery,200,2361,"malleshwaram, bangalore"
La Heaven,Bakery,250,2361,"malleshwaram, bangalore"
Shams Fast Food,North Indian,100,102,"kammanahalli, bangalore"
Burgers World,Burger,150,20,"sanjay nagar, bangalore"
Genie Menie Combos,North Indian,200,84,"whitefield, bangalore"
Canyin,Asian,400,133,"new bel road, bangalore"
Thalassery Cafe,Street Food,100,224,"kammanahalli, bangalore"
Thalassery Cafe,Street Food,150,224,"kammanahalli, bangalore"
Avoke The Avocado Cafe,Fast Food,250,51,"electronic city, bangalore"
Mylari Biryani Family Restaurant,Biryani,200,3704,"banashankari, bangalore"
MH 09 Anu's Kitchen,Maharashtrian,150,13,"bommasandra, bangalore"
Hotel Prashanth,South Indian,175,732,"jp nagar, bangalore"
The Spicy Sambar,South Indian,125,161,"marathahalli, bangalore"
Main Lassi Shop,Beverages,150,7925,"shivajinagar, bangalore"
Royale Dine,North Indian,300,2332,"sarjapur road, bangalore"
Kilo Biryani,Biryani,300,1790,"marathahalli, bangalore"
Chef Baskit,Biryani,200,66,"bommanahalli, bangalore"
Spicy Table,North Indian,400,113,"bellandur, bangalore"
Hokart - RKHD Fast Food,South Indian,100,0,"bellandur, bangalore"
Shaan E Punjab,North Indian,250,424,"hsr, bangalore"
Hari Super Sandwich,Sandwich,100,2771,"jayanagar, bangalore"
Hari Super Sandwich,Sandwich,125,2771,"jayanagar, bangalore"
Hari Super Sandwich,Sandwich,75,2771,"jayanagar, bangalore"
Annapurna North Indian & Chinese Restaurant,North Indian,175,137,"yeshwantpur, bangalore"
Burger Elite,Burger,125,274,"rajajinagar, bangalore"
Home Plate By EatFit,Healthy Food,150,56,"indiranagar, bangalore"
Healthy Master,Healthy Food,150,6,"bommanahalli, bangalore"
Orange Leaf Resturant,North Indian,300,205,"nagawara, bangalore"
The Sugar Free Keto Kafe - Artinci,Bakery,150,51,"kammanahalli, bangalore"
Sri Ganesh Juice Junction,Beverages,50,26200,"koramangala 5th block, bangalore"
Falafel Fresh,Fast Food,150,33,"kr puram, bangalore"
The Light House Restaurant,North Indian,350,1017,"new bel road, bangalore"
Red Panda-Chinese Food & Momos,Chinese,200,46,"new bel road, bangalore"
Sandwich Treat@59,Sandwich,100,576,"marathahalli, bangalore"
Andhra Aromas,Biryani,250,20,"nagawara, bangalore"
Caffe Pascucci,Cafe,400,555,"jp nagar, bangalore"
"Wah Parantha - Desi Meals, Paranthas & More",North Indian,225,220,"bellandur, bangalore"
Beegara Mane Baaduta,South Indian,225,395,"mysore road, bangalore"
Dragonite - Chinese Cuisine,Chinese,200,112,"whitefield, bangalore"
Royal Treat,North Indian,200,5654,"koramangala 5th block, bangalore"
Iceberg Organic Icecreams By EatFit,Ice Cream,300,0,"koramangala 1st block, bangalore"
Kabab Paradise,North Indian,200,290,"vijay nagar, bangalore"
Ayurveda Cafe,South Indian,150,331,"btm, bangalore"
Sri Ruchi's Veg,Chinese,100,14,"yeshwantpur, bangalore"
Sukh Sagar,Chinese,250,1413,"koramangala 5th block, bangalore"
Sukh Sagar,Chinese,300,1413,"koramangala 5th block, bangalore"
Sukh Sagar,Chinese,225,1413,"koramangala 5th block, bangalore"
Shawarma Addiction,Lebanese,100,61,"nagawara, bangalore"
Punjab Express,North Indian,100,1,"electronic city, bangalore"
Juice Day,Beverages,75,1130,"kalyan nagar, bangalore"
Swathi,Andhra,350,5401,"rajajinagar, bangalore"
A M Biryani Hotel,Kebab,150,707,"bannerghatta road, bangalore"
Shree Chats Point Bangarpete Pani Puri,Street Food,100,644,"indiranagar, bangalore"
Zoey's,Cafe,300,3626,"sarjapur road, bangalore"
Biryani Pot,Biryani,250,57100,"btm, bangalore"
Biryani Pot,Biryani,200,57100,"btm, bangalore"
New Agarwal Bhavan,Mithai,100,207,"sanjay nagar, bangalore"
New Agarwal Bhavan,Mithai,200,207,"sanjay nagar, bangalore"
Basvangudi Donne Biryani,Biryani,200,79,"basavanagudi, bangalore"
Neriah,South Indian,150,22,"jeevan bhima nagar, bangalore"
Rolls & Wraps,Rolls,150,20,"ejipura, bangalore"
Pass Me The Curry,Sandwich,200,77,"ulsoor, bangalore"
Pablo's,Sandwich,100,2,"kr puram, bangalore"
Just Sandwiches,Fast Food,125,3572,"btm, bangalore"
Meat And Eat,Burger,200,261,"banashankari, bangalore"
Meat And Eat,Burger,225,261,"banashankari, bangalore"
Rich Grills Restaurant,Street Food,400,285,"yeshwantpur, bangalore"
New Alameen Restaurant,Kerala,150,9598,"ulsoor, bangalore"
Whitefield Dum Biriyani,Fast Food,200,77,"whitefield, bangalore"
Mayura 1989,Andhra,550,1238,"rajajinagar, bangalore"
Food Chemistry By Amruta,North Indian,150,38,"sarjapur road, bangalore"
Delhi Tadka,Biryani,150,3,"whitefield, bangalore"
Fat Cat Pizza Company,Pizza,250,217,"indiranagar, bangalore"
Shiv Sagar Signature,Street Food,250,1475,"jp nagar, bangalore"
Sri Basaveshwara Khanavali,South Indian,75,953,"cv raman nagar, bangalore"
Biryani@99,North Indian,150,224,"brookefield, bangalore"
Potteery Nine Cafe,North Indian,600,112,"hebbal, bangalore"
Simply Indian,North Indian,400,3615,"bannerghatta road, bangalore"
New Green Gardenia,North Indian,500,1091,"rammurthy nagar, bangalore"
Temperature,Beverages,75,273,"thippasandra, bangalore"
Temperature,Beverages,200,273,"thippasandra, bangalore"
Andhra Biryani Cafe,Biryani,200,41,"whitefield, bangalore"
Dosa Kuteera,South Indian,50,59,"bommanahalli, bangalore"
Jam's Kitchen,Momos,150,365,"rajajinagar, bangalore"
Savi Ruchi,North Indian,150,617,"bommanahalli, bangalore"
Kulkarni's  New Uttara Karnataka Food Speciality Stores,South Indian,100,1254,"jp nagar, bangalore"
Mumbai Spice,North Indian,100,2080,"malleshwaram, bangalore"
Parijatha Fish Land,North Indian,200,2799,"jalahalli, bangalore"
Sunshine Restaurant,Arabian,250,1781,"whitefield, bangalore"
Samruddi  Nonveg,South Indian,100,2,"city market, bangalore"
Donne Biriyani Hub,Biryani,150,248,"domlur, bangalore"
Hotel RK Gardenia,South Indian,300,233,"bommasandra, bangalore"
MBA In Khichdi,Healthy Food,150,18,"jp nagar, bangalore"
The Lassi Park,Beverages,150,724,"jayanagar, bangalore"
Jade,Chinese,375,1822,"marathahalli, bangalore"
Café Kaffea,Cafe,350,2363,"vijay nagar, bangalore"
Login 2 Eat,North Indian,275,152,"koramangala 4th block, bangalore"
Petfull Paratha - 2X Fillings,North Indian,150,52,"electronic city, bangalore"
Donne Biriyani Palace,Biryani,150,1861,"bannerghatta road, bangalore"
Cardamom- Ghar Ka Swad,Chinese,200,619,"btm, bangalore"
Dairy Day Ice Creams,Ice Cream,100,153,"koramangala 5th block, bangalore"
Kings Shawarma @90,Rolls,100,0,"sahakara nagar, bangalore"
Lan Thai,Thai,400,115,"new bel road, bangalore"
Foodeo - USA Burgers Point,Fast Food,250,6,"jeevan bhima nagar, bangalore"
Nagashree's,South Indian,275,8,"shanti nagar, bangalore"
Hakuna Matata,North Indian,700,2532,"jp nagar, bangalore"
Cake Pirates,Desserts,400,142,"electronic city, bangalore"
The Bake Feast,Bakery,150,278,"indiranagar, bangalore"
Punjabi Food Corner,North Indian,250,10600,"jp nagar, bangalore"
Fabelle Chocolates - ITC Windsor,Desserts,100,54,"itc windsor, bangalore"
Sri Krishna Nalapaka,Street Food,175,819,"hsr, bangalore"
Chandraprakash Veg,North Indian,100,12,"city market, bangalore"
Narmada Chain of Restaurants,Andhra,400,677,"kammanahalli, bangalore"
Narmada Chain of Restaurants,Andhra,250,677,"kammanahalli, bangalore"
With Love From Home,Bengali,150,4463,"brookefield, bangalore"
Mom's Pot Family Restaurant,Fast Food,150,359,"bommasandra, bangalore"
Joe's Burgers and Shakes,Burger,150,523,"koramangala 8th block, bangalore"
@Adukkala,Seafood,150,2477,"whitefield, bangalore"
Divine Desserts,Bakery,250,0,"marathahalli, bangalore"
Oru Vadakkan Cafe,Kerala,150,2880,"koramangala 5th block, bangalore"
Buffalo Wild Wings,American,800,386,"phoenix marketcity bangalore, whitefield, bangalore"
